"","key_1","key_2","Month","NumberMachines","GrossRevenue","Revenue","Forecast","Plays"
"683","2 - video","Aries - Entrance",2011-12-01,46,6119.26923076923,10826.399408284,11067.6730769231,44161.25
"684","2 - video","Aries - Entrance",2012-01-01,33,5916.84294117647,11485.6362975779,12203.4705882353,56100.5
"685","2 - video","Aries - Entrance",2012-02-01,48,6519.41565217391,13605.7370132325,15216.8695652174,51560
"686","2 - video","Aries - Entrance",2012-03-01,53,5930.42913043478,13665.7714744802,15819.152173913,54627
"687","2 - video","Aries - Entrance",2012-04-01,80,6231.215625,15578.0390625,15851.71875,113986.75
"688","2 - video","Aries - Entrance",2012-05-01,49,6501.13074074074,11798.3483813443,11652.3148148148,70417
"689","2 - video","Aries - Entrance",2012-06-01,32,6239.21047619048,9507.3683446712,9917,82714.5
"690","2 - video","Aries - Entrance",2012-07-01,44,6321.68333333333,11589.7527777778,11536.6041666667,138153.75
"691","2 - video","Aries - Entrance",2012-08-01,48,6634.25346153846,12247.8525443787,9868.30769230769,95649.5
"692","2 - video","Aries - Interior",2011-09-01,101,11854.2609433962,22590.1953826985,22362.9245283019,99800.67
"693","2 - video","Aries - Interior",2011-10-01,41,11557.1826086957,20601.9342155009,20217.5,135818.5
"694","2 - video","Aries - Interior",2011-11-01,34,12045.6352631579,21555.3473130194,22926.8421052632,52556
"695","2 - video","Aries - Interior",2011-12-01,43,11931.0932,20521.480304,21285.24,120412
"696","2 - video","Aries - Interior",2012-01-01,63,12321.7034782609,33750.7530056711,32693,78441.5
"697","2 - video","Aries - Interior",2012-02-01,76,11417.6871428571,24792.6920816327,24953.7428571429,92195
"698","2 - video","Aries - Interior",2012-03-01,42,12105.6932,20337.564576,18679.36,120082.5
"699","2 - video","Aries - Interior",2012-04-01,64,11860.2788235294,22325.2307266436,21181.1323529412,83183.75
"700","2 - video","Aries - Interior",2012-05-01,36,11454.1973684211,21702.6897506925,23263.0526315789,65400
"701","2 - video","Aries - Interior",2012-06-01,53,11064.8785714286,27925.6459183673,28655.880952381,99086
"702","2 - video","Aries - Interior",2012-07-01,61,11662.0396428571,25406.5863647959,26245.4464285714,85179.75
"703","2 - video","Aries - Interior",2012-08-01,50,11927.8465384615,22938.1664201183,25367.7307692308,80393.5
"704","2 - video","Aries - RestaurantPlaza",2011-09-01,72,20270.1348484848,44225.7487603306,45110.5151515152,113084
"705","2 - video","Aries - RestaurantPlaza",2011-10-01,37,23219.4972222222,47728.9665123457,49029.2222222222,185196.3
"706","2 - video","Aries - RestaurantPlaza",2011-11-01,38,28159.0638888889,59446.912654321,52428.2777777778,127450.5
"707","2 - video","Aries - RestaurantPlaza",2011-12-01,34,22835.3875,48525.1984375,51248.125,130306
"708","2 - video","Aries - RestaurantPlaza",2012-01-01,52,22049.0561764706,33722.085916955,34990.0294117647,144949
"709","2 - video","Aries - RestaurantPlaza",2012-02-01,71,22047.9546428571,55907.3135586735,58754.7142857143,96905.5
"710","2 - video","Aries - RestaurantPlaza",2012-03-01,45,25523.707,57428.34075,53133.3,62535
"711","2 - video","Aries - RestaurantPlaza",2012-04-01,48,22037.2030434783,45990.6846124764,47981.9565217391,140679
"712","2 - video","Aries - RestaurantPlaza",2012-05-01,50,22800.4896296296,42223.1289437586,43476.6111111111,140714
"713","2 - video","Aries - RestaurantPlaza",2012-06-01,53,20457.5048,43369.910176,44587.14,75055
"714","2 - video","Aries - RestaurantPlaza",2012-07-01,53,21497.7992,45575.334304,48830.04,49603
"715","2 - video","Aries - RestaurantPlaza",2012-08-01,44,22769.419,50092.7218,45390.95,158684.5
"716","2 - video","Libra - Boundary",2011-09-01,19,6503.25,7722.609375,8123.90625,121660.25
"717","2 - video","Libra - Boundary",2011-10-01,8,6690.92857142857,7646.77551020408,7566.35714285714,130720
"718","2 - video","Libra - Boundary",2011-11-01,14,6807.22727272727,8663.74380165289,8916.68181818182,132444
"719","2 - video","Libra - Boundary",2011-12-01,12,6633.3,7959.96,7731.3,110604.75
"720","2 - video","Libra - Boundary",2012-01-01,15,6537.59090909091,8914.89669421487,10937,61901
"721","2 - video","Libra - Boundary",2012-02-01,12,6479.77777777778,8639.7037037037,7107.27777777778,95225.5
"722","2 - video","Libra - Boundary",2012-03-01,12,6071.72222222222,8095.62962962963,6436.22222222222,151883.5
"723","2 - video","Libra - Boundary",2012-04-01,8,6285.28571428571,7183.18367346939,8323.92857142857,76519
"724","2 - video","Libra - Boundary",2012-05-01,11,6565.875,9028.078125,11511.8125,86152
"725","2 - video","Libra - Boundary",2012-06-01,4,6000.66666666667,8000.88888888889,5912.83333333333,128305
"726","2 - video","Libra - Boundary",2012-07-01,12,6229.2,7475.04,7016.95,129629.25
"727","2 - video","Libra - Boundary",2012-08-01,18,6668.25,8573.46428571429,7751.42857142857,132884
"728","2 - video","Libra - Entrance",2011-09-01,17,1915.84615384615,2505.33727810651,3803.42307692308,48958
"729","2 - video","Libra - Entrance",2011-10-01,9,2728.57142857143,3508.16326530612,2561.14285714286,166717
"730","2 - video","Libra - Entrance",2011-11-01,11,2229.0625,3064.9609375,2664.8125,76068.5
"731","2 - video","Libra - Entrance",2011-12-01,6,1598.125,2397.1875,3466,109991
"732","2 - video","Libra - Entrance",2012-01-01,6,2860.4,3432.48,5983,92865
"733","2 - video","Libra - Entrance",2012-02-01,10,3977.66625,4972.0828125,6148.0625,59940
"734","2 - video","Libra - Entrance",2012-03-01,6,1744,1744,2672.83333333333,129643.5
"735","2 - video","Libra - Entrance",2012-04-01,12,2911.64285714286,4991.38775510204,4435.85714285714,109857
"736","2 - video","Libra - Entrance",2012-05-01,10,2363.47571428571,3376.39387755102,2092.5,190706
"737","2 - video","Libra - Entrance",2012-06-01,13,2187,2843.1,3728,73962.25
"738","2 - video","Libra - Entrance",2012-07-01,12,1721,2950.28571428571,3837.78571428571,55717
"739","2 - video","Libra - Entrance",2012-08-01,12,1615.15,1938.18,2484.8,75123
"740","2 - video","Libra - Interior",2011-09-01,15,21183.5714285714,22696.6836734694,22413.4642857143,65575.5
"741","2 - video","Libra - Interior",2011-10-01,9,30752.3333333333,30752.3333333333,30877.0555555556,88327
"742","2 - video","Libra - Interior",2011-11-01,15,22169.7775,27712.221875,27629.4166666667,70603
"743","2 - video","Libra - Interior",2011-12-01,6,28584.7,34301.64,28940.8,40597
"744","2 - video","Libra - Interior",2012-01-01,13,21847.3333333333,23667.9444444444,21156.7916666667,212588.5
"745","2 - video","Libra - Interior",2012-02-01,12,24139.8333333333,24139.8333333333,23133.75,155083
"746","2 - video","Libra - Interior",2012-03-01,14,24482.925,34276.095,29249.3,141925
"747","2 - video","Libra - Interior",2012-04-01,7,29629.2857142857,29629.2857142857,27216.4285714286,211228
"748","2 - video","Libra - Interior",2012-05-01,13,21845.4615384615,21845.4615384615,22883.3461538462,131597
"749","2 - video","Libra - Interior",2012-06-01,15,22225.8571428571,23813.4183673469,21972.3571428571,209304.5
"750","2 - video","Libra - Interior",2012-07-01,13,23666.75,25638.9791666667,26890.0833333333,140937.5
"751","2 - video","Libra - Interior",2012-08-01,11,26904.6,29595.06,28065.6,220268
"752","2 - video","Libra - RestaurantPlaza",2011-09-01,33,11662.4054545455,17493.6081818182,18256.75,77008.875
"753","2 - video","Libra - RestaurantPlaza",2011-10-01,14,11446.4166666667,17805.537037037,17674.9444444444,85768
"754","2 - video","Libra - RestaurantPlaza",2011-11-01,9,10360.0625,11655.0703125,11653.8125,102068
"755","2 - video","Libra - RestaurantPlaza",2011-12-01,16,10594.1346153846,13038.9349112426,13943.6538461538,202222
"756","2 - video","Libra - RestaurantPlaza",2012-01-01,8,11875.7857142857,13572.3265306122,14961.2142857143,218641
"757","2 - video","Libra - RestaurantPlaza",2012-02-01,4,13160.75,13160.75,4892.5,105777
"758","2 - video","Libra - RestaurantPlaza",2012-03-01,8,11982.3333333333,15976.4444444444,15790.0833333333,132830.75
"759","2 - video","Libra - RestaurantPlaza",2012-04-01,9,11491.5555555556,11491.5555555556,12512,163403
"760","2 - video","Libra - RestaurantPlaza",2012-05-01,9,10976.625,12348.703125,10409.5625,154868.25
"761","2 - video","Libra - RestaurantPlaza",2012-06-01,17,11821.7118181818,18269.9182644628,20164.2727272727,29881
"762","2 - video","Libra - RestaurantPlaza",2012-07-01,12,11955.9,14347.08,14404.6,159073.25
"763","2 - video","Libra - RestaurantPlaza",2012-08-01,10,11606.91625,14508.6453125,15296.125,148007
"764","2 - vpoker","Aries - Boundary",2012-01-01,3,2237.33,6711.99,11398,56283.33
"765","2 - vpoker","Aries - Boundary",2012-04-01,3,2702.67,8108.01,-11563,106434
"766","2 - vpoker","Aries - Boundary",2012-05-01,14,1388.21,19434.94,67041.5,51034.29
"767","2 - vpoker","Aries - Boundary",2012-06-01,4,1786.25,7145,8899.5,43039.25
"768","2 - vpoker","Aries - Entrance",2011-12-01,14,5897.43,82564.02,54387.5,194471.71
"769","2 - vpoker","Aries - Entrance",2012-02-01,4,7521.25,30085,32663,3760
"770","2 - vpoker","Aries - Entrance",2012-03-01,4,6882.5,27530,28920.5,71908.5
"771","2 - vpoker","Aries - Entrance",2012-06-01,14,9352.57,130935.98,108743,186213.71
"772","2 - vpoker","Aries - Entrance",2012-07-01,3,8509,25527,42121,39347.33
"773","2 - vpoker","Aries - Interior",2011-09-01,17,15531.18,132015.03,156029.5,68898.665
"774","2 - vpoker","Aries - Interior",2012-01-01,14,10253.71,143551.94,140171,135747
"775","2 - vpoker","Aries - Interior",2012-08-01,14,18317,256438,230005.5,129101.79
"776","2 - vpoker","Aries - RestaurantPlaza",2011-09-01,4,3772.5,15090,12087,100805.75
"777","2 - vpoker","Aries - RestaurantPlaza",2012-05-01,4,3713,14852,15007.5,27428.25
"778","2 - vpoker","Aries - RestaurantPlaza",2012-06-01,3,4826.67,14480.01,12056.5,37428.33
"779","2 - vpoker","Libra - Entrance",2012-03-01,4,6229.5,24918,24425.5,199229
"780","2 - vpoker","Libra - Entrance",2012-07-01,4,4707.5,18830,17218.5,173440.5
"781","2 - vpoker","Libra - RestaurantPlaza",2011-09-01,4,15918.5,63674,65635,158966.5
"782","2 - vpoker","Libra - RestaurantPlaza",2011-12-01,4,13334,53336,57233.5,177426
